address;agency_name;agency_phone;bathroom_count;bedroom_count;country;energy_certificate;floor;floor_description;labels;latitude;longitude;lot_size;modified_at;operation;price_currency_symbol;property_description;property_id;property_images;property_price;property_subtype;property_title;property_type;property_url;status
Calle de Zurbano;Ambassador;911590803;4;5;es;c;5;Planta 5ª exterior con ascensor;['Lujo'];404.356.942;-36.916.421;344;1,7436E+12;sale;€;"Fantástico tríplex muy luminoso y bien ubicado en Zurbano de 344 m2, que cuenta con un amplio hall distribuidor, gran salón, comedor independiente, despacho, aseo de visitas, gabanero, amplia cocina con entrada de servicio, zona de lavado, dormitorio de servicio, y zona de estar; todo ello en planta 5ª. Planta 6ª: Cuatro dormitorio, dos en suite, y dos comparten un baño. Planta 7ª: En ático, gran salón multiusos, y maravillosas vistas. Toda la casa cuenta con grandes ventanales.
La Finca es segregable.";106763707;['https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b9/4d/25/1322142621.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/46/d4/64/1323096337.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/37/d1/03/1323096366.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e7/99/2f/1323096350.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/f4/cb/b4/1322142748.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/3f/a2/ab/1322142613.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e4/1e/c2/1322142687.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/f0/3d/d6/1322142725.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b1/61/cb/1322142775.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/47/75/d0/1322142733.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/2e/ee/31/1322142752.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a3/ea/d9/1322142778.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/fb/5e/51/1322142812.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/97/90/bb/1322142784.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/49/9b/7f/1322142793.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c7/fb/aa/1322142817.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e7/b0/5b/1323332437.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/bf/d2/63/1323332438.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/af/22/51/1323332439.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/0a/a8/68/1323332426.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/93/38/83/1324463681.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c9/f5/29/1323443032.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/6b/c6/f7/1323443155.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/81/54/a2/1323519438.webp'];3300000;penthouse;Ático en calle de Zurbano;flat;https://www.idealista.com/inmueble/106763707;active
Calle de Zurbano;Walter Haus Madrid;919385736;4;6;es;b;5;Planta 5ª exterior con ascensor;;404.333.731;-36.930.097;355;1,74402E+12;sale;€;"Este exclusivo inmueble, ubicado en el prestigioso barrio de Almagro, Madrid, cuenta con una superficie construida de tres plantas, cada una cuidadosamente diseñada para ofrecer el máximo confort y elegancia. La propiedad se sitúa en una finca señorial de mediados del siglo, con un acceso majestuoso que incluye un hall de entrada imponente y techos altos que acentúan la amplitud del espacio. Con una superficie de 40 metros, la tercera planta ofrece un espacio versátil que puede adaptarse a diversas necesidades, como un estudio o una zona de juegos.

En su primera planta, la vivienda dispone de dos amplios salones con grandes ventanales que permiten una generosa entrada de luz natural, un despacho, una habitación de servicio, y una cocina espaciosa con montacargas y puerta de servicio. La segunda planta alberga cuatro dormitorios amplios con armarios empotrados, dos de ellos con baño en suite, y acceso a una impresionante terraza de 25 metros. TIENE POSIBILIDAD DE SEGREGACION

Este inmueble goza de una ubicación privilegiada, en una de las calles más prestigiosas de Madrid, en pleno corazón de Almagro. La zona está rodeada de embajadas, galerías de arte, y servicios exclusivos, proporcionando un entorno ideal para una vida de lujo y confort.

Adquirir esta propiedad no solo significa poseer un piso en una de las zonas más cotizadas de Madrid, sino también disfrutar de un espacio versátil y único con múltiples posibilidades de personalización. En Walter Haus, estamos encantados de ofrecerle esta oportunidad excepcional.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava.
Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";105792251;['https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/aa/1a/8b/1266155029.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/ed/d9/2d/1263146008.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/bf/81/4c/1263146036.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d5/ae/9e/1263146038.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a5/7a/72/1263146037.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/74/06/01/1263146032.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c5/dd/e5/1263146039.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d1/fb/97/1263146040.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/25/b9/65/1263146043.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/8e/1c/ae/1263146041.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/2c/83/15/1263146042.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e4/b0/84/1263146044.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/45/00/df/1263146045.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e4/1f/e9/1263145880.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/bd/30/b2/1263146053.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/fe/f5/7f/1263146046.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b5/f1/c7/1263146047.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/8b/d2/26/1263146049.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/0a/e6/03/1263146048.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/97/3e/69/1263146054.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/30/09/c6/1263145881.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/69/62/cf/1263146050.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/76/b9/de/1263146055.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/44/77/25/1263146009.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/1e/64/88/1263146056.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/48/0a/43/1263145882.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/2b/fb/43/1263146051.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/16/e0/4d/1263146057.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a6/71/82/1263146058.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/07/52/1c/1263146059.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e0/b7/d8/1263146060.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/42/2f/d0/1263146061.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/6c/fb/5b/1263146010.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/07/6a/17/1263146011.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/72/64/c0/1263146063.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/19/1a/59/1263146062.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d9/70/94/1263146064.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c5/c2/7e/1263146073.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/3f/63/bb/1263146074.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/6c/ca/01/1263146052.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/56/10/93/1263146201.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d6/10/8a/1263146226.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/9d/25/46/1263146361.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/13/5a/cb/1263146363.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b8/4f/5b/1263146227.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/fd/66/eb/1263146202.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/2a/5d/f0/1263146373.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/ff/72/7f/1263146228.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/84/d6/13/1263146362.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d4/74/f6/1263146365.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/66/78/5f/1263146383.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/6e/5e/db/1263146229.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/f6/17/b1/1263259615.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e7/fb/87/1263260019.webp'];3300000;penthouse;Ático triplex exterior en venta con terraza y garaje en Almagro, Madrid.;flat;https://www.idealista.com/inmueble/105792251;active
Calle de Hilarión Eslava;Walter Haus Madrid;919385736;5;5;es;e;2;Planta 2ª exterior con ascensor;;404.356.374;-37.164.257;265;1,74402E+12;sale;€;"Presentamos una espectacular vivienda de lujo, luminosa y completamente reformada con detalles de calidad, situada en el prestigioso barrio de Chamberí. Con una superficie de 265 m², esta propiedad ofrece espacios amplios y elegantes, con suelos de madera de roble, techos altos con molduras de yeso, y acabados de primera calidad. La vivienda cuenta con un avanzado sistema de iluminación led, cerramientos de alto aislamiento y aire acondicionado en todas sus estancias, lo que garantiza el máximo confort.

El diseño interior destaca por su moderna cocina abierta al salón, con una isla de piedra portobello y electrodomésticos de alta gama. La habitación principal es un verdadero oasis de tranquilidad, con baño en suite, bañera, plato de ducha y dos vestidores separados. Adicionalmente, la propiedad incluye cuatro habitaciones de generoso tamaño, tres de ellas también con baño en suite. Un trastero de 5 m², una zona de lavandería independiente y servicio de portería completan esta exclusiva oferta.

Ubicada a solo unos pasos del emblemático Parque del Oeste, esta vivienda ofrece una excelente conexión con el resto de la ciudad, gracias a una amplia red de transporte público que incluye metro y autobuses. El barrio es conocido por su oferta de tiendas, restaurantes y servicios de primera categoría, brindando a los residentes una vida cómoda y vibrante.

En Walter Haus, sabemos que adquirir una propiedad en Chamberí es más que una inversión: es disfrutar de un estilo de vida único, en uno de los barrios más cotizados de Madrid. No pierdas la oportunidad de visitarla, estaremos encantados de ayudarte a descubrir tu nuevo hogar.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava.
Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";106232776;['https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/20/dc/b9/1276674780.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/76/2a/fa/1276674826.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/25/7f/90/1276674844.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/bc/6d/9b/1276674828.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/30/67/82/1276674790.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/07/a4/18/1276674814.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/cb/44/5b/1276674815.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b0/d0/bb/1276674818.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/1b/f5/06/1276674819.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/ed/d7/1a/1276674820.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/36/a8/bb/1276674781.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/5f/71/e0/1276674821.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/8f/24/1b/1276674843.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/4f/5e/09/1276674561.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/5f/17/59/1276674749.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/9e/49/4c/1276674750.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a1/e5/4e/1276674831.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d1/1f/af/1276674832.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a7/d8/26/1276674847.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/55/b4/74/1276674848.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/89/4f/8a/1276674849.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/02/40/b3/1276674751.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e6/aa/f7/1276674865.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/f9/80/54/1276674851.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/44/d0/08/1276674852.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/66/8e/17/1276674866.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/70/34/14/1276674873.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/92/82/46/1276674867.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/fb/be/98/1276674868.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c2/37/85/1276674869.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/ce/80/f6/1276674870.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/33/16/c3/1276674874.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/0b/cd/25/1276674875.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/71/c0/09/1276674871.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a3/65/f8/1276674877.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/90/8f/52/1276674562.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/9b/8c/c1/1276674880.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/58/61/81/1276674752.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/02/15/db/1276674872.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c9/7f/bf/1276674884.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/2c/93/0d/1276674885.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/73/39/32/1276675038.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/1f/0b/be/1276675039.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e9/78/12/1276675040.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/ac/40/79/1276675053.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/53/ed/d5/1276675041.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/0d/ba/f7/1276675063.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/f3/74/8c/1276675065.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/64/ea/91/1276675074.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a1/e0/65/1276675067.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/cf/34/cb/1276675078.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/65/0d/ee/1276675084.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/fa/00/06/1276675089.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d4/e9/99/1276675052.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/91/a9/63/1304104573.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/14/6d/1e/1276839710.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/98/1e/8c/1277905236.webp'];1975000;;Piso en venta exterior con terraza en Chamberí, Madrid.;flat;https://www.idealista.com/inmueble/106232776;active
Paseo de Eduardo Dato;Ambassador;911590803;4;3;es;d;7;Planta 7ª exterior con ascensor;;404.330.649;-36.914.949;548;1,74363E+12;sale;€;Piso señorial  muy luminoso de 548 m2 situado en la mejor zona de Almagro cerca de la plaza de Rubén Darío. Se accede al edificio a través de un portal muy representativo. Al entrar a la vivienda nos encontramos con un amplísimo salón en dos ambientes, uno de ellos con chimenea, con salida a una terraza con fabulosas vistas que bordea todo el salón, con orientaciones sur y oeste. Comedor independiente. Biblioteca. Dispone de tres amplios dormitorios, el principal con chimenea, con posibilidad de hacer dos más. Todo exterior. Gran cocina con office, cuarto de lavado. Dormitorio de servicio. Despensa. Trastero de 20 m2 con dos ventanas a la calle. Plaza de garaje, con posibilidad de adquirir dos más en el edificio de enfrente.;106812094;['https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b8/8c/b7/1303703070.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/88/e1/5f/1303703086.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/86/bc/1f/1303703081.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b0/97/26/1303703082.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/9f/3f/9f/1303703087.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/85/bd/e5/1303703089.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b6/2c/ee/1303703092.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b5/f5/70/1303703134.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/08/8f/94/1303703124.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/01/1a/24/1303703138.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/ec/4c/00/1303703125.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b6/0a/6e/1303703140.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/7a/59/26/1303703119.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/01/64/9a/1303703154.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b7/be/42/1303703156.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/0e/4f/c0/1303703174.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/04/8f/6e/1303703178.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/20/32/de/1303703161.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/97/19/f6/1303703203.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c4/16/c5/1303703126.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/8a/9b/7c/1303703207.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/65/3a/5f/1303703215.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/2b/87/67/1303703237.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/b9/fe/c4/1303703216.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/06/43/c4/1303703217.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/bc/98/0a/1303703244.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/e9/2c/92/1303703220.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/51/27/3b/1303703221.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/8f/e8/6d/1303703252.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/aa/a0/27/1303703222.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/40/6e/d4/1303703263.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/7e/49/c5/1303703264.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/1b/3a/14/1303703208.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/68/12/27/1303703209.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/c6/7c/08/1303703131.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d5/54/14/1303703274.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a1/7d/c8/1303703276.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/a4/be/85/1303703255.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/93/84/7c/1303703278.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/91/d5/be/1303703259.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/6a/55/a2/1305189686.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/d3/9e/3a/1305961529.webp', 'https://img4.idealista.com/blur/WEB_DETAIL-XL-L/0/id.pro.es.image.master/28/0a/55/1303936578.webp'];6200000;;Piso en paseo de Eduardo Dato;flat;https://www.idealista.com/inmueble/106812094;active
