property_id,prediccion
107726428,no_reformado
107801352,no_reformado
107801352,no_reformado
107786912,no_reformado
107786912,no_reformado
106589476,no_reformado
106589476,no_reformado
107734631,no_reformado
107734631,no_reformado
107655805,no_reformado
107655805,no_reformado
107370156,reformado
107370156,reformado
102897370,reformado
102897370,reformado
107219513,reformado
107677048,reformado
107677048,reformado
106965328,reformado
106965328,reformado
106982633,no_reformado
104286191,no_reformado
104286191,no_reformado
107759496,no_reformado
107759496,no_reformado
106555868,reformado
106555868,reformado
105246025,reformado
105246025,reformado
88410701,no_reformado
88410701,no_reformado
107489478,reformado
107489478,reformado
106572788,no_reformado
106572788,no_reformado
107745044,reformado
36089316,reformado
107427115,no_reformado
107391279,reformado
107391279,reformado
107861890,no_reformado
107861890,no_reformado
39137678,no_reformado
39137678,no_reformado
106642840,no_reformado
106642840,no_reformado
106664982,no_reformado
106664982,no_reformado
106995308,no_reformado
106995308,no_reformado
99562970,no_reformado
99562970,no_reformado
107863083,no_reformado
107863083,no_reformado
107856488,no_reformado
107856488,no_reformado
107863717,reformado
107863717,reformado
107851931,reformado
107851931,reformado
107714584,reformado
107714584,reformado
107848939,reformado
107848939,reformado
107615882,no_reformado
107615882,no_reformado
106685991,no_reformado
106685991,no_reformado
107838857,reformado
107838857,reformado
107076644,no_reformado
107076644,no_reformado
107335628,no_reformado
107335628,no_reformado
107680337,no_reformado
106942713,reformado
106942713,reformado
107819176,no_reformado
107819176,no_reformado
107350853,reformado
107350853,reformado
107472483,reformado
107472483,reformado
107473798,reformado
107473798,reformado
106627105,reformado
106627105,reformado
107525741,no_reformado
97893567,reformado
97893567,reformado
106742332,reformado
106742332,reformado
105420464,reformado
105420464,reformado
107766278,no_reformado
107766278,no_reformado
107603258,reformado
107603258,reformado
107486204,no_reformado
107486204,no_reformado
107547735,reformado
107547735,reformado
107503746,no_reformado
107503746,no_reformado
107317585,no_reformado
107317585,no_reformado
107520624,no_reformado
107232215,no_reformado
107555767,reformado
107443836,no_reformado
107443836,no_reformado
107046425,no_reformado
107533823,reformado
107533823,reformado
107609957,reformado
107609957,reformado
107488724,reformado
105965336,reformado
105965336,reformado
106342477,reformado
106342477,reformado
106646835,reformado
106646835,reformado
106603825,reformado
106603825,reformado
92126673,reformado
107558298,reformado
107558298,reformado
107555325,reformado
107555325,reformado
107284047,no_reformado
107284047,no_reformado
107604333,no_reformado
107604333,no_reformado
106269901,reformado
106269901,reformado
106285636,reformado
106285636,reformado
96522682,no_reformado
96522682,no_reformado
105581985,reformado
105581985,reformado
105326040,reformado
105326040,reformado
106627490,no_reformado
106627490,no_reformado
98269933,no_reformado
98269933,no_reformado
106412796,no_reformado
107860665,reformado
107860665,reformado
106855683,reformado
106842759,reformado
107555784,no_reformado
107555784,no_reformado
98669287,reformado
106799737,reformado
106799737,reformado
105291816,no_reformado
105291816,no_reformado
98147173,reformado
98147173,reformado
107812179,reformado
107812179,reformado
107806151,reformado
107806151,reformado
97566622,reformado
97566622,reformado
107818145,no_reformado
107818145,no_reformado
107806969,no_reformado
107806969,no_reformado
107545617,reformado
107545617,reformado
100531606,reformado
104021480,reformado
104021480,reformado
104297283,no_reformado
104297283,no_reformado
103876797,reformado
103876797,reformado
106725220,no_reformado
106725220,no_reformado
91076089,reformado
91076089,reformado
107751356,reformado
107751356,reformado
105412044,no_reformado
105412044,no_reformado
107818776,no_reformado
107818776,no_reformado
104622764,reformado
104622764,reformado
107808222,no_reformado
107808222,no_reformado
107676755,no_reformado
107676755,no_reformado
105894863,no_reformado
105894863,no_reformado
107852161,no_reformado
107852161,no_reformado
107045304,reformado
106550242,reformado
106550242,reformado
104151681,reformado
104151681,reformado
105864337,reformado
105864337,reformado
105393306,reformado
105393306,reformado
107842576,no_reformado
107842576,no_reformado
107669970,no_reformado
107669970,no_reformado
107444717,reformado
107444717,reformado
107624889,reformado
107624889,reformado
107771006,reformado
107771006,reformado
107742355,no_reformado
107742355,no_reformado
104876659,reformado
104876659,reformado
107614324,no_reformado
107652939,reformado
107652939,reformado
107126906,reformado
107126906,reformado
107524587,reformado
107524587,reformado
107691803,no_reformado
107691803,no_reformado
107638487,reformado
107638487,reformado
106561990,reformado
107854927,reformado
107533181,reformado
107739087,reformado
107739087,reformado
107762015,no_reformado
107762015,no_reformado
106784703,no_reformado
106784703,no_reformado
107821178,no_reformado
107821178,no_reformado
107800644,reformado
107796208,reformado
106400999,no_reformado
106400999,no_reformado
107543135,reformado
107543135,reformado
107249739,reformado
107490583,reformado
107490583,reformado
107490823,no_reformado
107490823,no_reformado
106273948,reformado
106273948,reformado
107278766,reformado
107698473,no_reformado
107698473,no_reformado
105750570,reformado
107569284,reformado
107569284,reformado
107690087,no_reformado
102853614,reformado
102853614,reformado
107486516,reformado
107486516,reformado
107702266,reformado
107702266,reformado
106790745,reformado
106790745,reformado
107661973,no_reformado
107305905,reformado
107381015,reformado
107381015,reformado
105875468,no_reformado
105875468,no_reformado
92126714,reformado
107484031,reformado
107484031,reformado
105718075,no_reformado
107448550,no_reformado
107448550,no_reformado
107637060,no_reformado
107556123,reformado
107556123,reformado
106566113,reformado
106566113,reformado
107623003,reformado
107623003,reformado
106877532,reformado
106877532,reformado
107431148,reformado
107431148,reformado
106549678,reformado
106549678,reformado
107022842,no_reformado
106546050,reformado
106546050,reformado
107208327,no_reformado
107208327,no_reformado
107531858,reformado
106898981,reformado
107402939,reformado
107402939,reformado
103632538,reformado
103632538,reformado
107441428,reformado
106595801,reformado
106595801,reformado
106449216,reformado
106449216,reformado
106891898,no_reformado
106891898,no_reformado
106235439,reformado
106235439,reformado
106028511,reformado
106028511,reformado
107695370,reformado
107695526,no_reformado
107695526,no_reformado
107152865,reformado
107152865,reformado
106715311,reformado
106715311,reformado
107423464,no_reformado
107423464,no_reformado
105179556,reformado
106238734,no_reformado
106238734,no_reformado
106794897,reformado
106794897,reformado
107640721,no_reformado
107640721,no_reformado
106839265,reformado
106839265,reformado
107143206,no_reformado
107143206,no_reformado
107866642,no_reformado
107866642,no_reformado
107049069,reformado
107049069,reformado
107163852,reformado
107333753,no_reformado
107333753,no_reformado
107735708,no_reformado
107735708,no_reformado
107245944,reformado
107245944,reformado
105396893,no_reformado
105396893,no_reformado
106272590,reformado
107090337,reformado
107090337,reformado
106615464,reformado
107784622,reformado
107826007,no_reformado
107826007,no_reformado
107233356,reformado
107233356,reformado
107809914,no_reformado
107809914,no_reformado
107176901,no_reformado
107176901,no_reformado
106570357,reformado
106570357,reformado
105886367,no_reformado
105886367,no_reformado
107237995,reformado
107238021,reformado
106674452,reformado
106674452,reformado
107204732,reformado
107204732,reformado
107259822,no_reformado
106804117,no_reformado
104949549,reformado
104949549,reformado
107228556,reformado
107664711,reformado
107664711,reformado
106716478,reformado
104775951,reformado
104775951,reformado
106462670,no_reformado
106462670,no_reformado
106731152,no_reformado
106731152,no_reformado
107291193,no_reformado
106788536,reformado
106788536,reformado
107488796,reformado
107487597,no_reformado
107487597,no_reformado
107567299,no_reformado
107567299,no_reformado
107620094,reformado
107620094,reformado
107625848,reformado
107625848,reformado
106878244,reformado
106878244,reformado
105576004,reformado
105576004,reformado
107471162,reformado
107471162,reformado
107806690,reformado
107806690,reformado
107458610,no_reformado
107458610,no_reformado
107347257,reformado
107347257,reformado
101479852,reformado
107321483,reformado
107321483,reformado
107567880,no_reformado
107567880,no_reformado
106909370,no_reformado
106909370,no_reformado
104379241,reformado
106763707,no_reformado
106763707,no_reformado
105792251,no_reformado
106232776,reformado
106232776,reformado
104613472,reformado
107093524,reformado
107093524,reformado
106715932,no_reformado
106715932,no_reformado
98249348,reformado
98249348,reformado
107271124,no_reformado
107271124,no_reformado
107695521,reformado
107695521,reformado
107621097,reformado
107621097,reformado
107765880,no_reformado
107765880,no_reformado
107860784,reformado
107860784,reformado
